region;tik;tikId;uik;address;center;city;lat;lon;distance;voters;totalVotes;Poroshenko;Zelenskiy;Tymoshenko
м.Київ;ТВО №211;211;ВД № 800066;просп.Голосіївський, 36, м.Київ, 03039;;;50.40477512;30.51540364;99.00044440521808;2534;1508;344;521;158
м.Київ;ТВО №223;223;ВД № 801049;просп.Перемоги, 86, м.Київ, 03062;;;50.4592526;30.40335417;119.76017384695565;2518;1760;473;439;218
м.Київ;ТВО №223;223;ВД № 800968;вул.Пирогова, 9, м.Київ, 01030;;;50.44516196;30.50661649;121.59094198551529;1107;776;241;128;112
м.Київ;ТВО №223;223;ВД № 801048;просп.Перемоги, 86, м.Київ, 03062;;;50.45919796;30.40300012;137.4825944186447;1823;1128;244;357;145
м.Київ;ТВО №211;211;ВД № 800077;вул.Велика Васильківська, 78, м.Київ, 03150;;;50.43114369;30.51471144;146.20979726579915;2188;1449;411;295;207
м.Київ;ТВО №221;221;ВД № 800964;вул.Пушкінська, 22, м.Київ, 01004;;;50.44411773;30.51736146;147.3067435602341;968;623;199;93;98
м.Київ;ТВО №223;223;ВД № 801050;вул.Пушкінська, 22А, м.Київ, 01004;;;50.44416897;30.51688671;160.72420468359732;34;33;5;8;5
м.Київ;ТВО №211;211;ВД № 800041;просп.Академіка Глушкова, 2А, м.Київ, 03127;;;50.38229496;30.47521591;163.54974510012647;2178;1527;437;405;105
м.Київ;ТВО №223;223;ВД № 801004;вул.Політехнічна, 3А, м.Київ, 03055;;;50.44962095;30.46751261;164.89965534670273;2099;1359;406;279;186
м.Київ;ТВО №221;221;ВД № 800963;вул.Прорізна, 19А, м.Київ, 01034;;;50.44771829;30.51680088;202.15175397750076;2138;1381;477;288;161
м.Київ;ТВО №222;222;ВД № 800898;вул.Політехнічна, 6, м.Київ, 03055;;;50.44901805;30.46535343;205.0737645927759;1658;1163;320;375;71
м.Київ;ТВО №221;221;ВД № 800590;вул.Московська, 3, м.Київ, 01010;;;50.44237629;30.5451975;225.14362744050658;2162;1505;488;267;205
м.Київ;ТВО №223;223;ВД № 801001;вул.Шулявська, 10/12, м.Київ, 03055;;;50.45206624;30.46874636;234.37284629879724;2206;1506;489;291;207
м.Київ;ТВО №221;221;ВД № 800586;вул.Лютеранська, 10, м.Київ, 01024;;;50.44505718;30.52409649;244.8549267045621;1951;1234;403;203;161
м.Київ;ТВО №223;223;ВД № 800989;вул.Коперніка, 8, м.Київ, 04116;;;50.4601115;30.48301309;250.14162108036072;2406;1595;450;407;184
м.Київ;ТВО №211;211;ВД № 800079;вул.Антоновича, 130, м.Київ, 03150;;;50.41983239;30.51755726;253.68803422449915;2112;1412;430;285;185
м.Київ;ТВО №211;211;ВД № 800078;вул.Антоновича, 130, м.Київ, 03150;;;50.41989818;30.51751032;253.7242117882317;2179;1515;429;278;215
м.Київ;ТВО №223;223;ВД № 801000;вул.Шулявська, 10/12, м.Київ, 03055;;;50.45182069;30.46933651;255.71687667120273;2431;1678;511;384;230
м.Київ;ТВО №220;220;ВД № 800635;вул.Межигірська, 16, м.Київ, 04071;;;50.46721432;30.51555268;259.2673489017143;2566;1789;549;399;229
м.Київ;ТВО №221;221;ВД № 800597;узвіз Печерський, 13А, м.Київ, 01021;;;50.4360504;30.53511561;259.6991882204929;2226;1536;494;290;195
м.Київ;ТВО №221;221;ВД № 800627;вул.Арсенальна, 5, м.Київ, 01011;;;50.42985284;30.53917587;262.3530163773441;70;70;15;24;9
м.Київ;ТВО №211;211;ВД № 800075;вул.Антоновича, 4/6, м.Київ, 01004;;;50.43897779;30.51324576;263.01645310355616;1934;1240;385;226;190
м.Київ;ТВО №212;212;ВД № 800205;вул.Вакуленчука, 50А, м.Київ, 02121;;;50.40568949;30.68327732;267.8443711942894;2280;1466;317;445;208
м.Київ;ТВО №217;217;ВД № 800542;вул.Героїв Дніпра, 22Б, м.Київ, 04209;;;50.52063585;30.49601909;276.15010351690336;2028;1460;399;362;207
м.Київ;ТВО №223;223;ВД № 801051;бульв.Шевченка Тараса, 17, м.Київ, 01004;;;50.44357796;30.5095911;277.2255764585391;233;230;56;40;33
м.Київ;ТВО №221;221;ВД № 800622;вул.Предславинська, 30А, м.Київ, 03150;;;50.42333461;30.52095659;282.0544135024023;1878;1318;404;340;176
м.Київ;ТВО №218;218;ВД № 800807;вул.Пушиної Феодори, 4, м.Київ, 03115;;;50.45849975;30.36816111;286.1866236127616;2248;1465;340;424;197
м.Київ;ТВО №223;223;ВД № 800991;вул.Половецька, 49, м.Київ, 04107;;;50.46385256;30.48483968;288.36931030590785;2303;1622;495;304;239
м.Київ;ТВО №221;221;ВД № 800967;вул.Леонтовича, 11, м.Київ, 01030;;;50.44474413;30.50989914;296.5067063507558;1259;832;298;134;133
м.Київ;ТВО №223;223;ВД № 800990;вул.Коперніка, 8, м.Київ, 04116;;;50.45964875;30.48292994;296.74594738224835;2260;1532;472;326;153
м.Київ;ТВО №211;211;ВД № 800031;просп.Академіка Глушкова, 17А, м.Київ, 03187;;;50.36557957;30.45776448;298.1051897931956;2299;1602;437;423;178
м.Київ;ТВО №223;223;ВД № 801018;вул.Сальського Володимира, 33, м.Київ, 04060;;;50.47870119;30.43166757;298.9421472788657;1703;1144;304;301;127
м.Київ;ТВО №223;223;ВД № 000001;вул. Дегтярівська, 13, м. Київ;;;50.461177;30.477682;306.32272915216697;2387;2081;63;946;653
м.Київ;ТВО №211;211;ВД № 800065;вул.Козацька, 5, м.Київ, 03039;;;50.40533282;30.51238194;318.66766136101546;2569;1711;481;447;202
м.Київ;ТВО №211;211;ВД № 800030;просп.Академіка Глушкова, 17А, м.Київ, 03187;;;50.36533902;30.45796394;324.63167328675473;2215;1523;361;430;212
м.Київ;ТВО №223;223;ВД № 801002;просп.Перемоги, 25А, м.Київ, 03055;;;50.4500223;30.47053009;325.36605308877773;2135;1479;395;294;201
м.Київ;ТВО №223;223;ВД № 801065;вул.Бердичівська, 1, м.Київ, 04116;;;50.45969315;30.47931433;325.9140693882806;250;225;36;57;39
м.Київ;ТВО №220;220;ВД № 800634;вул.Спаська, 16, м.Київ, 04070;;;50.46701121;30.52005526;326.2086551838668;2350;1649;528;347;199
м.Київ;ТВО №218;218;ВД № 800811;вул.Пушиної Феодори, 4, м.Київ, 03115;;;50.45891569;30.36811619;328.7507477392771;2373;1694;496;359;243
м.Київ;ТВО №223;223;ВД № 801020;вул.Олени Теліги, 15А, м.Київ, 04112;;;50.47197517;30.4455129;329.1143725780376;1839;1152;330;252;152
м.Київ;ТВО №221;221;ВД № 800611;бульв.Лесі Українки, 8, м.Київ, 01133;;;50.43663665;30.52706424;329.6236702283413;2489;1601;507;327;200
м.Київ;ТВО №221;221;ВД № 800962;вул.Прорізна, 14, м.Київ, 01034;;;50.44863035;30.5179435;330.3031379197114;1650;1061;342;168;155
м.Київ;ТВО №217;217;ВД № 800502;просп.Оболонський, 2Б, м.Київ, 04210;;;50.49821865;30.49926018;330.7334688958011;2096;1509;384;318;234
м.Київ;ТВО №219;219;ВД № 800773;вул.Львівська, 25, м.Київ, 03115;;;50.45325025;30.36513224;335.75441839896314;2417;1717;489;419;215
м.Київ;ТВО №217;217;ВД № 800479;просп.Оболонський, 2Б, м.Київ, 04210;;;50.49813873;30.49910485;336.86156716638965;2128;1484;459;279;180
м.Київ;ТВО №217;217;ВД № 800478;просп.Оболонський, 2Б, м.Київ, 04210;;;50.49819156;30.49957572;339.8305051567682;2137;1574;428;368;218
м.Київ;ТВО №223;223;ВД № 801052;бульв.Шевченка Тараса, 16, м.Київ, 01004;;;50.444063;30.511916;340.164434225242;37;37;19;5;0
м.Київ;ТВО №221;221;ВД № 800618;вул.Шота Руставелі, 47, м.Київ, 01001;;;50.43529032;30.51886134;341.262241799014;2002;1251;388;259;158
м.Київ;ТВО №211;211;ВД № 800060;вул.Васильківська, 36, м.Київ, 03022;;;50.39241569;30.48344761;344.15033031420285;2283;1749;525;450;115
м.Київ;ТВО №221;221;ВД № 800616;бульв.Лесі Українки, 32А, м.Київ, 01042;;;50.42117518;30.54394194;350.0652620729901;2422;1684;497;315;239
м.Київ;ТВО №223;223;ВД № 801021;вул.Олени Теліги, 15А, м.Київ, 04112;;;50.47180004;30.44531791;351.44701717895674;1577;1040;283;250;150
м.Київ;ТВО №211;211;ВД № 800029;просп.Академіка Глушкова, 17А, м.Київ, 03187;;;50.36564699;30.45872569;354.50899107893696;2101;1525;358;422;203
м.Київ;ТВО №220;220;ВД № 800697;вул.Григорія Сковороди, 2, м.Київ, 04070;;;50.46493253;30.52171947;355.36340668128923;40;39;4;6;5
м.Київ;ТВО №223;223;ВД № 800969;вул.Хмельницького Богдана, 37/1, м.Київ, 01030;;;50.4472503;30.50430179;355.38243704379164;1494;964;297;182;94
м.Київ;ТВО №222;222;ВД № 800899;пров.Польовий, 10, м.Київ, 03057;;;50.45269598;30.44880376;356.60812157836017;2269;1574;469;349;174
м.Київ;ТВО №223;223;ВД № 801027;просп.Перемоги, 54/1, м.Київ, 03057;;;50.45645795;30.44080493;357.1433463889631;1767;1020;252;441;51
м.Київ;ТВО №221;221;ВД № 800625;вул.Шовковична, 39/1, м.Київ, 01601;;;50.43939969;30.52828074;368.6432139009775;140;128;22;18;24
м.Київ;ТВО №211;211;ВД № 800069;вул.Деміївська, 33, м.Київ, 03040;;;50.40015442;30.51146865;370.8923945099731;2333;1567;475;337;220
м.Київ;ТВО №221;221;ВД № 800588;вул.Михайла Грушевського, 30/1, м.Київ, 01021;;;50.44471162;30.53996608;379.2903768222381;1976;1383;417;231;187
м.Київ;ТВО №219;219;ВД № 800826;просп.Перемоги, 119/121, м.Київ, 03115;;;50.45391786;30.36256313;380.3302821397604;103;95;14;22;26
м.Київ;ТВО №211;211;ВД № 800027;просп.Академіка Глушкова, 28, м.Київ, 03187;;;50.36651956;30.44886589;382.09141905039723;2236;1543;440;337;193
м.Київ;ТВО №221;221;ВД № 800585;вул.Академіка Богомольця, 4, м.Київ, 01024;;;50.4403393;30.53127854;383.5962589443333;2486;1681;513;349;212
м.Київ;ТВО №211;211;ВД № 800080;вул.Велика Васильківська, 128, м.Київ, 03150;;;50.41738847;30.5216074;383.634218432785;1888;1328;400;262;184
м.Київ;ТВО №211;211;ВД № 800081;вул.Велика Васильківська, 128, м.Київ, 03150;;;50.4173475;30.52127946;385.4009970447259;1988;1357;394;307;171
м.Київ;ТВО №216;216;ВД № 000001;вул. Бориспільська, 16, м. Київ (військове містечко №233);;;50.411469;30.698083;386.93285722565815;113;90;13;56;8
м.Київ;ТВО №211;211;ВД № 800028;просп.Академіка Глушкова, 28, м.Київ, 03187;;;50.36644086;30.44880688;387.5438647055294;2274;1562;459;345;201
м.Київ;ТВО №211;211;ВД № 800084;просп.Голосіївський, 59Б, м.Київ, 03039;;;50.39901233;30.51322818;387.68489818469567;118;113;27;12;29
м.Київ;ТВО №221;221;ВД № 800614;вул.Євгена Коновальця, 36А, м.Київ, 01133;;;50.42497891;30.53494692;396.23844271754206;2569;1548;327;631;171
м.Київ;ТВО №221;221;ВД № 800598;бульв.Лесі Українки, 32А, м.Київ, 01042;;;50.42156129;30.54364621;396.64966547824025;2455;1663;515;336;184
м.Київ;ТВО №221;221;ВД № 800628;вул.Професора Підвисоцького, 4, м.Київ, 01103;;;50.41471882;30.54311872;398.90060638954895;135;130;27;29;20
м.Київ;ТВО №214;214;ВД № 800470;вул.Краківська, 13, м.Київ, 02094;;;50.45783188;30.62594533;401.5660398161059;84;74;16;20;16
м.Київ;ТВО №223;223;ВД № 801016;вул.Житкова, 7Б, м.Київ, 04060;;;50.47792286;30.43556213;405.43935147486934;1724;1134;280;290;167
м.Київ;ТВО №216;216;ВД № 800158;вул.Вербицького Архітектора, 28Г, м.Київ, 02121;;;50.40590344;30.66322582;406.02448664385685;2368;1661;381;429;279
м.Київ;ТВО №211;211;ВД № 800071;вул.Васильківська, 12, м.Київ, 03040;;;50.39696316;30.50255567;411.52524983798867;2074;1413;407;307;187
м.Київ;ТВО №221;221;ВД № 800583;вул.Ольгинська, 2/4, м.Київ, 01001;;;50.44686312;30.52910771;412.9352467365292;1929;1303;393;195;193
м.Київ;ТВО №223;223;ВД № 801003;вул.Борщагівська, 14, м.Київ, 03055;;;50.44768911;30.46937422;416.4167907922778;2223;1513;435;348;163
м.Київ;ТВО №211;211;ВД № 800070;вул.Васильківська, 12, м.Київ, 03040;;;50.39679069;30.50249712;418.8173041688688;1630;1169;276;284;149
м.Київ;ТВО №216;216;ВД № 800157;вул.Вербицького Архітектора, 28Г, м.Київ, 02121;;;50.40606584;30.66315803;423.3565548729477;2087;1432;323;416;198
м.Київ;ТВО №221;221;ВД № 800885;вул.Огієнка Івана, 19, м.Київ, 03049;;;50.44079362;30.48229158;423.50045566789555;1783;1178;327;386;95
м.Київ;ТВО №223;223;ВД № 801054;вул.Коцюбинського Михайла, 8А, м.Київ, 01030;;;50.44690187;30.50142646;431.4740403448409;46;42;7;13;11
м.Київ;ТВО №212;212;ВД № 800155;вул.Вербицького Архітектора, 28Г, м.Київ, 02121;;;50.40578875;30.66245269;432.16769658419753;2209;1563;369;460;223
м.Київ;ТВО №211;211;ВД № 800059;вул.Сєченова, 8, м.Київ, 03127;;;50.3896634;30.49029931;433.388011511591;2235;1496;441;438;121
м.Київ;ТВО №211;211;ВД № 800055;вул.Ломоносова, 18, м.Київ, 03022;;;50.39200273;30.4938814;434.4846152387882;2546;1646;439;472;187
м.Київ;ТВО №223;223;ВД № 800996;вул.Іллєнка Юрія, 39, м.Київ, 04050;;;50.46452793;30.47676872;434.56203350863365;2479;1673;494;330;234
м.Київ;ТВО №223;223;ВД № 801017;вул.Житкова, 7Б, м.Київ, 04060;;;50.47786817;30.43609438;435.6853207430983;1625;1110;305;285;126
м.Київ;ТВО №217;217;ВД № 800510;вул.Героїв Дніпра, 32В, м.Київ, 04209;;;50.51989814;30.50320846;435.7190642420748;2293;1662;448;353;234
м.Київ;ТВО №217;217;ВД № 800531;вул.Маршала Тимошенка, 2З, м.Київ, 04212;;;50.50314283;30.49280501;437.99778476644804;1776;928;142;479;67
м.Київ;ТВО №214;214;ВД № 800397;вул.Будівельників, 37, м.Київ, 02100;;;50.45175073;30.61168519;439.5841529893743;1708;1137;278;321;172
м.Київ;ТВО №211;211;ВД № 800068;вул.Голосіївська, 12, м.Київ, 03039;;;50.40104191;30.51873963;439.9118906274718;2154;1539;453;325;184
м.Київ;ТВО №211;211;ВД № 800058;вул.Сєченова, 8, м.Київ, 03127;;;50.38958389;30.49030602;441.8168547105807;2363;1239;311;346;145
м.Київ;ТВО №211;211;ВД № 800013;вул.Голосіївська, 12, м.Київ, 03039;;;50.40093661;30.51827119;442.06291586672654;2194;1507;381;388;161
м.Київ;ТВО №217;217;ВД № 800480;просп.Оболонський, 12В, м.Київ, 04205;;;50.50417904;30.50208518;443.4637293614042;2118;1465;399;311;195
м.Київ;ТВО №218;218;ВД № 800793;вул.Ірпінська, 68А, м.Київ, 03179;;;50.46185078;30.35090192;444.17335100645806;2242;1553;402;422;204
м.Київ;ТВО №221;221;ВД № 800966;вул.Володимирська, 58, м.Київ, 01033;;;50.44218069;30.5112648;447.40706734443944;850;557;185;110;77
м.Київ;ТВО №223;223;ВД № 801040;вул.Щербаківського Данила, 18, м.Київ, 03062;;;50.46249974;30.40642185;450.4362654339908;1895;1251;353;288;183
м.Київ;ТВО №211;211;ВД № 800067;вул.Голосіївська, 12, м.Київ, 03039;;;50.40089984;30.51851749;450.43785813259854;2073;1510;441;307;181
м.Київ;ТВО №218;218;ВД № 800794;вул.Ірпінська, 68А, м.Київ, 03179;;;50.46195692;30.35058401;452.1812454607836;2148;1490;425;357;193
м.Київ;ТВО №212;212;ВД № 800118;просп.Бажана Миколи, 34А, м.Київ, 02140;;;50.39702728;30.64975262;453.9590890196302;2479;1815;503;418;260
м.Київ;ТВО №211;211;ВД № 800042;вул.Ломоносова, 65, м.Київ, 03022;;;50.38621372;30.47482768;454.340513818098;2392;1582;387;720;83
м.Київ;ТВО №221;221;ВД № 800600;вул.Івана Кудрі, 22А, м.Київ, 01042;;;50.41736203;30.53862924;458.77870157590746;2399;1403;338;618;110
м.Київ;ТВО №212;212;ВД № 800114;просп.Бажана Миколи, 32А, м.Київ, 02140;;;50.39747171;30.64835391;459.6545203202682;2492;1771;553;478;166
м.Київ;ТВО №220;220;ВД № 800633;вул.Покровська, 4-6, м.Київ, 04070;;;50.4612278;30.51940462;461.0738541628073;2431;1482;411;377;172
м.Київ;ТВО №217;217;ВД № 800487;просп.Оболонський, 12В, м.Київ, 04205;;;50.5042859;30.5023162;463.0493037778213;2134;1453;393;336;166
м.Київ;ТВО №217;217;ВД № 800500;просп.Оболонський, 12В, м.Київ, 04205;;;50.50442029;30.50206683;463.70070084222374;2169;1492;372;376;193
м.Київ;ТВО №217;217;ВД № 800509;просп.Оболонський, 32Б, м.Київ, 04214;;;50.51985554;30.50369397;464.92859924931605;2191;1544;432;317;215
м.Київ;ТВО №218;218;ВД № 800805;вул.Семашка, 9, м.Київ, 03142;;;50.46281681;30.36119603;466.92685434420264;2269;1521;480;320;177
м.Київ;ТВО №214;214;ВД № 800400;вул.Будівельників, 37, м.Київ, 02100;;;50.4515918;30.6110873;467.9171562607678;1271;913;243;224;100
м.Київ;ТВО №223;223;ВД № 800995;вул.Іллєнка Юрія, 39, м.Київ, 04050;;;50.46466791;30.47634086;468.1921864612438;2282;1521;428;479;120
м.Київ;ТВО №221;221;ВД № 800601;вул.Бастіонна, 7, м.Київ, 01014;;;50.41869763;30.55158725;471.41985934415703;2282;1537;522;285;165
м.Київ;ТВО №221;221;ВД № 800619;вул.Велика Васильківська, 73, м.Київ, 03150;;;50.42767146;30.51701586;472.21217897600604;1936;1382;474;270;145
м.Київ;ТВО №214;214;ВД № 800442;вул.Раїси Окіпної, 6, м.Київ, 02002;;;50.44963461;30.59235334;479.6021200034955;2123;1445;405;305;170
м.Київ;ТВО №214;214;ВД № 800440;вул.Плеханова, 2, м.Київ, 02002;;;50.44761644;30.60058728;482.08777072735444;2103;1477;433;296;190
м.Київ;ТВО №223;223;ВД № 800997;вул.Білоруська, 11Б, м.Київ, 04119;;;50.46340693;30.47513813;483.4781046042167;2102;1347;414;305;169
м.Київ;ТВО №221;221;ВД № 800599;вул.Івана Кудрі, 33, м.Київ, 01042;;;50.4183082;30.53818007;483.7544095717544;1055;668;175;221;64
м.Київ;ТВО №212;212;ВД № 800156;вул.Вербицького Архітектора, 28Г, м.Київ, 02121;;;50.40627514;30.66220058;484.0573044301645;2217;1535;333;430;215
м.Київ;ТВО №211;211;ВД № 800034;вул.Академіка Заболотного, 6А, м.Київ, 03187;;;50.36417329;30.45939612;484.38746763555;2190;1507;374;392;219
м.Київ;ТВО №218;218;ВД № 800808;вул.Семашка, 9, м.Київ, 03142;;;50.46251905;30.3612282;484.65470811227226;2219;1564;429;374;255
м.Київ;ТВО №211;211;ВД № 800083;вул.Ломоносова, 33/43, м.Київ, 03022;;;50.38928291;30.48537076;486.78332591984815;138;92;13;34;10
м.Київ;ТВО №212;212;ВД № 800119;просп.Бажана Миколи, 32А, м.Київ, 02140;;;50.39702914;30.64869653;487.3184129775737;2333;1644;497;382;214
м.Київ;ТВО №218;218;ВД № 800795;вул.Ірпінська, 68А, м.Київ, 03179;;;50.46167624;30.35030634;487.84243483418226;2244;1558;420;389;206
м.Київ;ТВО №217;217;ВД № 800496;просп.Оболонський, 9А, м.Київ, 04205;;;50.50820184;30.49540515;489.4401798835044;1820;1285;348;298;148
м.Київ;ТВО №221;221;ВД № 800621;вул.Івана Федорова, 2, м.Київ, 03150;;;50.42839548;30.52060025;490.27691350875955;2299;1530;430;290;217
м.Київ;ТВО №217;217;ВД № 800497;просп.Оболонський, 9А, м.Київ, 04205;;;50.50833721;30.49495054;490.49865622488346;1826;1298;340;328;171
м.Київ;ТВО №221;221;ВД № 800617;вул.Іоанна Павла II, 14/21, м.Київ, 01042;;;50.41878189;30.538149;491.28539465014404;2411;1550;465;347;159
м.Київ;ТВО №221;221;ВД № 800604;вул.Бастіонна, 7, м.Київ, 01014;;;50.41868716;30.55187267;491.29244582345524;2374;1608;472;371;237
м.Київ;ТВО №212;212;ВД № 800106;вул.Гмирі Бориса, 3Б, м.Київ, 02140;;;50.39372727;30.63207148;493.96279480331685;2075;1459;430;347;181
м.Київ;ТВО №221;221;ВД № 800612;вул.Немировича-Данченка, 2, м.Київ, 01133;;;50.43192178;30.53969243;494.87380875418665;2499;1780;520;423;215
м.Київ;ТВО №212;212;ВД № 800115;просп.Бажана Миколи, 32А, м.Київ, 02140;;;50.39723927;30.64799743;495.47566859233757;1833;1303;407;350;119
м.Київ;ТВО №211;211;ВД № 800033;вул.Академіка Заболотного, 6А, м.Київ, 03187;;;50.36439114;30.45987904;496.3986045719896;2119;1467;334;382;209
м.Київ;ТВО №211;211;ВД № 800074;вул.Володимирська, 68, м.Київ, 01033;;;50.43848998;30.51001725;497.82992198840714;1862;1257;367;271;159
м.Київ;ТВО №217;217;ВД № 800505;просп.Оболонський, 9Б, м.Київ, 04205;;;50.50802475;30.49564499;500.7917881755181;2006;1399;373;359;163
м.Київ;ТВО №219;219;ВД № 801106;просп.Перемоги, 63, м.Київ, 03113;;;50.4585081;30.41372359;501.4805749298617;551;385;122;125;34
м.Київ;ТВО №218;218;ВД № 800806;вул.Семашка, 9, м.Київ, 03142;;;50.46284214;30.36178551;503.4053889651355;2129;1524;445;353;203
м.Київ;ТВО №211;211;ВД № 800040;просп.Академіка Глушкова, 4Е, м.Київ, 03127;;;50.38386845;30.47073126;503.4727184725731;2614;1957;671;512;205
м.Київ;ТВО №223;223;ВД № 801022;вул.Академіка Грекова, 2, м.Київ, 04060;;;50.47153865;30.44306159;503.7376366706015;1446;977;299;227;100
м.Київ;ТВО №223;223;ВД № 801015;вул.Щусєва, 20, м.Київ, 04060;;;50.47453626;30.44238567;507.1870334573607;2017;1233;339;334;160
м.Київ;ТВО №216;216;ВД № 800159;вул.Горлівська, 220, м.Київ, 02121;;;50.40478356;30.67330791;508.5817542824469;1179;852;207;363;50
м.Київ;ТВО №211;211;ВД № 801099;вул.Академіка Заболотного, 6А, м.Київ, 03187;;;50.36390179;30.45949817;509.8131690811433;2318;1449;375;378;201
м.Київ;ТВО №212;212;ВД № 800105;вул.Гмирі Бориса, 3Б, м.Київ, 02140;;;50.39368298;30.6313607;510.0257013261382;2320;1699;532;388;209
м.Київ;ТВО №221;221;ВД № 800961;вул.Трьохсвятительська, 4, м.Київ, 01001;;;50.4546498;30.52454319;511.4612995879592;1766;1114;372;260;133
м.Київ;ТВО №212;212;ВД № 800116;просп.Бажана Миколи, 32А, м.Київ, 02140;;;50.39708021;30.64794667;511.8312558859418;2325;1647;405;397;220
м.Київ;ТВО №217;217;ВД № 800498;просп.Оболонський, 9А, м.Київ, 04205;;;50.50801427;30.49525356;512.8697203835616;1678;1193;292;300;168
м.Київ;ТВО №212;212;ВД № 800154;вул.Вербицького Архітектора, 26В, м.Київ, 02121;;;50.40577388;30.66085911;516.2313761809123;2250;1611;383;387;244
м.Київ;ТВО №219;219;ВД № 800770;вул.Львівська, 2/4, м.Київ, 03115;;;50.45561193;30.38214326;517.8153046348341;2344;1662;381;385;264
м.Київ;ТВО №217;217;ВД № 800501;просп.Оболонський, 9Б, м.Київ, 04205;;;50.50551608;30.49577026;517.9527626027176;1843;1273;350;311;169
м.Київ;ТВО №211;211;ВД № 800035;вул.Академіка Заболотного, 6А, м.Київ, 03187;;;50.36426479;30.46014636;519.9958250828064;2159;1539;412;389;235
м.Київ;ТВО №212;212;ВД № 800110;вул.Мишуги Олександра, 5, м.Київ, 02140;;;50.39480942;30.63852405;520.5787574008132;2393;1675;491;432;205
м.Київ;ТВО №221;221;ВД № 800887;вул.Архітектора Кобелєва, 1/5, м.Київ, 03049;;;50.4381527;30.48327685;521.7798679623356;2122;1345;595;355;55
м.Київ;ТВО №212;212;ВД № 800117;просп.Бажана Миколи, 32А, м.Київ, 02140;;;50.3969417;30.64798288;522.8849728680453;2202;1565;393;411;209
м.Київ;ТВО №223;223;ВД № 800998;вул.Митрофана Довнар-Запольського, 16, м.Київ, 04050;;;50.46289982;30.47438443;523.6456740601611;2353;1511;411;344;187
м.Київ;ТВО №221;221;ВД № 800888;вул.Архітектора Кобелєва, 1/5, м.Київ, 03049;;;50.43794421;30.48359513;525.5386738829658;2093;1279;564;312;52
м.Київ;ТВО №212;212;ВД № 800107;вул.Гмирі Бориса, 3Б, м.Київ, 02140;;;50.39351086;30.63137142;528.2844072713082;2206;1656;561;457;158
м.Київ;ТВО №212;212;ВД № 800109;вул.Мишуги Олександра, 5, м.Київ, 02140;;;50.39494724;30.63889508;529.3311304414026;2335;1705;460;427;229
м.Київ;ТВО №217;217;ВД № 800503;просп.Оболонський, 9Б, м.Київ, 04205;;;50.50553685;30.49538373;529.4377599417662;1636;1155;275;275;130
м.Київ;ТВО №212;212;ВД № 800120;вул.Драгоманова, 27А, м.Київ, 02068;;;50.4019464;30.63770795;529.6597077371298;1446;1051;259;266;150
м.Київ;ТВО №218;218;ВД № 800812;просп.Перемоги, 112, м.Київ, 03115;;;50.45787373;30.38110549;530.61386130233;2324;1621;429;384;235
м.Київ;ТВО №221;221;ВД № 800591;пров.Бутишев провулок, 11, м.Київ, 01010;;;50.43961773;30.54574103;532.6812648061555;1973;1342;402;205;203
м.Київ;ТВО №223;223;ВД № 800965;вул.Володимирська, 1/15, м.Київ, 01001;;;50.45766966;30.51846117;533.2449887810386;1360;906;283;154;142
м.Київ;ТВО №212;212;ВД № 800150;вул.Декабристів, 8А, м.Київ, 02068;;;50.4056016;30.65245898;534.2297046961282;2197;1609;436;407;209
м.Київ;ТВО №220;220;ВД № 800640;вул.Кирилівська, 19-21, м.Київ, 04080;;;50.46828766;30.5055411;536.4770773322792;2402;1673;378;617;176
м.Київ;ТВО №218;218;ВД № 800809;бульв.Вернадського Академіка, 36, м.Київ, 03142;;;50.46641906;30.36241217;538.4719377106148;2066;1492;479;302;184
м.Київ;ТВО №212;212;ВД № 800111;вул.Мишуги Олександра, 5, м.Київ, 02140;;;50.39457446;30.63850984;538.571861809296;2314;1627;445;438;177
м.Київ;ТВО №214;214;ВД № 800393;вул.Андрія Малишка, 25/1, м.Київ, 02192;;;50.46080314;30.62335849;540.8648383974927;2314;1605;409;347;253
м.Київ;ТВО №212;212;ВД № 800121;вул.Драгоманова, 27А, м.Київ, 02068;;;50.40187294;30.63812083;541.074324079865;1526;1112;296;284;156
м.Київ;ТВО №212;212;ВД № 800108;вул.Гмирі Бориса, 3Б, м.Київ, 02140;;;50.39338298;30.63136865;542.0817720604628;1604;1200;379;272;146
м.Київ;ТВО №221;221;ВД № 800956;просп.Повітрофлотський, 9, м.Київ, 03049;;;50.44003848;30.48082594;547.2583017282308;76;74;12;21;17
м.Київ;ТВО №221;221;ВД № 800975;вул.Саксаганського, 100, м.Київ, 01032;;;50.44272629;30.49840332;548.8195319061919;1916;1269;435;228;147
м.Київ;ТВО №223;223;ВД № 801014;вул.Щусєва, 20, м.Київ, 04060;;;50.47477866;30.44184387;550.5550188853023;1534;963;232;306;121
м.Київ;ТВО №217;217;ВД № 800504;вул.Маршала Малиновського, 11В, м.Київ, 04212;;;50.50571864;30.49526157;551.4094777405986;2240;1578;424;389;181
м.Київ;ТВО №220;220;ВД № 800639;вул.Введенська, 35, м.Київ, 04071;;;50.47290703;30.51278912;551.6471686551514;2084;1305;339;341;168
м.Київ;ТВО №211;211;ВД № 800026;Кільцева дорога, 3А, м.Київ, 03187;;;50.37194968;30.45356512;552.218941890765;2070;1410;388;380;172
